record_id,run_id,action_ap_round,raw_ap_at_action_round,teacher_policy,teacher_model,label_kind,source_csv,source_sha256,n_clients,max_cpu,second_highest_cpu,cpu_spread,frac_non_iid,frac_new_data,has_delay_clients,workload,prev_cs,prev_mc,prev_hdh,rs_cs_on,rs_mc_on,rs_hdh_on,round_idx,rounds_remaining,val_f1,total_round_time,train_mean,train_min,train_max,comm_mean,comm_min,comm_max,jsd,f1_over_time,comm_frac,d_f1,d_total_time,d_train_mean,d_comm_mean,d_jsd,f1_mean,f1_last3,f1_last5,f1_slope,traintime_mean,traintime_last3,traintime_last5,traintime_slope,commtime_mean,commtime_last3,commtime_last5,commtime_slope,totaltime_mean,totaltime_last3,totaltime_last5,totaltime_slope,y_cs_applied,y_mc_applied,y_hdh_applied
r4_d4,fashionmnist__cnn16k/few-shot deepseek/r4,5,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r4.csv,b7a33fb37ef9b612afc77fe359add954cb130d160424f62d3270d46246c8016d,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,4,6,0.7999,128.59,67.424,51.5,97.66,25.502000000000002,13.91,47.54,0.0,0.006220545921144724,0.1983202426316199,0.01750000000000007,16.299999999999997,18.64,-1.2319999999999993,0.0,0.7732,0.7732,0.7732,0.03130000000000005,48.63333333333333,67.91666666666667,67.424,4.137142857142857,25.815333333333335,32.5,25.502000000000002,1.03,112.04666666666667,112.04666666666667,112.04666666666667,16.665,OFF,OFF,OFF
r4_d5,fashionmnist__cnn16k/few-shot deepseek/r4,6,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r4.csv,b7a33fb37ef9b612afc77fe359add954cb130d160424f62d3270d46246c8016d,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,5,5,0.7981,145.72,83.398,61.97,116.48,37.11,14.29,68.79,0.0,0.005476942080702718,0.25466648366730715,-0.0018000000000000238,17.129999999999995,15.97399999999999,11.607999999999997,0.0,0.779425,0.7934666666666667,0.779425,0.020266666666666693,57.3245,80.35000000000001,83.398,4.038947368421053,28.639,50.85333333333333,37.11,0.6689473684210526,120.465,128.86666666666667,120.465,16.819999999999997,OFF,OFF,OFF
r4_d6,fashionmnist__cnn16k/few-shot deepseek/r4,7,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r4.csv,b7a33fb37ef9b612afc77fe359add954cb130d160424f62d3270d46246c8016d,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,6,4,0.8042,164.45,103.346,83.12,134.03,36.89,13.9,57.94,0.0,0.004890240194588022,0.22432350258437217,0.006099999999999994,18.72999999999999,19.948000000000008,-0.21999999999999886,0.0,0.78438,0.8007333333333334,0.78438,0.016725000000000018,66.5288,103.88999999999999,103.346,3.9287499999999995,30.2892,46.69,36.89,0.5795833333333333,129.262,146.25333333333333,129.262,17.297499999999996,OFF,OFF,OFF
r4_d7,fashionmnist__cnn16k/few-shot deepseek/r4,8,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r4.csv,b7a33fb37ef9b612afc77fe359add954cb130d160424f62d3270d46246c8016d,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,7,3,0.8171,192.66,127.444,104.52,158.59,41.30799999999999,14.2,84.05,0.0,0.004241150212810132,0.21440880307277066,0.012900000000000023,28.210000000000008,24.098,4.417999999999992,0.0,0.7898333333333333,0.8064666666666667,0.8003399999999999,0.01596000000000002,76.68133333333334,126.36666666666667,127.444,4.098275862068966,32.12566666666667,53.48,41.30799999999999,0.4172413793103449,139.82833333333332,167.60999999999999,148.742,19.479999999999997,OFF,OFF,OFF
r4_d8,fashionmnist__cnn16k/few-shot deepseek/r4,9,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r4.csv,b7a33fb37ef9b612afc77fe359add954cb130d160424f62d3270d46246c8016d,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,8,2,0.8123,212.84,138.714,116.54,168.85,38.970000000000006,14.46,66.16,0.0,0.00381648186431122,0.18309528284157117,-0.0048000000000000265,20.180000000000007,11.269999999999996,-2.3379999999999868,0.0,0.793042857142857,0.8112,0.80632,0.012500000000000011,85.54314285714287,139.92,138.714,3.79735294117647,33.10342857142858,49.43,38.970000000000006,0.39411764705882346,150.25857142857143,189.98333333333335,168.852,19.596666666666668,OFF,OFF,OFF
r4_d9,fashionmnist__cnn16k/few-shot deepseek/r4,10,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r4.csv,b7a33fb37ef9b612afc77fe359add954cb130d160424f62d3270d46246c8016d,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,9,1,0.8553,238.82,159.914,144.94,179.53,50.902,20.57,86.75,0.0,0.0035813583451972195,0.2131396030483209,0.04299999999999993,25.97999999999999,21.19999999999999,11.931999999999995,0.0,0.8008249999999999,0.8282333333333334,0.8173999999999999,0.016857142857142855,94.83950000000002,156.33333333333334,159.914,3.5128205128205128,35.328250000000004,65.30333333333333,50.902,0.46102564102564103,161.32874999999999,214.7733333333333,190.898,20.50857142857143,OFF,OFF,OFF
r5_d1,fashionmnist__cnn16k/few-shot deepseek/r5,2,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r5.csv,2a346937957ce0b04bde24c0caf9551ca64f89d0df244becd1ba03948baa45bf,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,1,9,,,,,,,,,,,,,,,,,0.7198,0.7198,0.7198,0.0,33.510000000000005,33.43666666666667,33.510000000000005,4.7875,24.744,32.14,24.744,4.1225,98.81,98.81,98.81,0.0,OFF,OFF,OFF
r5_d2,fashionmnist__cnn16k/few-shot deepseek/r5,3,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r5.csv,2a346937957ce0b04bde24c0caf9551ca64f89d0df244becd1ba03948baa45bf,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,2,8,0.7198,98.81,33.510000000000005,15.22,66.58,24.744,13.21,49.5,0.0,0.007284687784637182,0.25041999797591336,,,,,,0.7198,0.7198,0.7198,0.0,33.510000000000005,33.43666666666667,33.510000000000005,4.7875,24.744,32.14,24.744,4.1225,98.81,98.81,98.81,0.0,OFF,OFF,OFF
r5_d3,fashionmnist__cnn16k/few-shot deepseek/r5,4,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r5.csv,2a346937957ce0b04bde24c0caf9551ca64f89d0df244becd1ba03948baa45bf,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,3,7,0.7735,116.86,50.2,32.66,80.01,31.394,13.42,64.65,0.0,0.00661903131952764,0.2686462433681328,0.05369999999999997,18.049999999999997,16.689999999999998,6.649999999999999,0.0,0.74665,0.74665,0.74665,0.05369999999999997,41.855,49.82333333333333,50.2,3.6200000000000006,28.069,43.346666666666664,31.394,2.3455555555555554,107.83500000000001,107.83500000000001,107.83500000000001,18.049999999999997,OFF,OFF,OFF
r5_d4,fashionmnist__cnn16k/few-shot deepseek/r5,5,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r5.csv,2a346937957ce0b04bde24c0caf9551ca64f89d0df244becd1ba03948baa45bf,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,4,6,0.7956,135.38,73.52,56.54,104.69,31.512,12.2,52.54,0.0,0.005876791254247304,0.23276702614861872,0.02210000000000001,18.519999999999996,23.319999999999993,0.1180000000000021,0.0,0.7629666666666667,0.7629666666666667,0.7629666666666667,0.03789999999999999,52.40999999999999,73.51,73.52,4.09,29.216666666666665,42.25,31.512,1.0714285714285714,117.01666666666667,117.01666666666667,117.01666666666667,18.284999999999997,OFF,OFF,OFF
r5_d5,fashionmnist__cnn16k/few-shot deepseek/r5,6,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r5.csv,2a346937957ce0b04bde24c0caf9551ca64f89d0df244becd1ba03948baa45bf,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,5,5,0.8042,154.44,89.294,69.78,119.21,36.112,13.98,71.12,0.0,0.005207200207200207,0.23382543382543383,0.008600000000000052,19.060000000000002,15.774000000000001,4.600000000000001,0.0,0.7732749999999999,0.7911,0.7732749999999999,0.028133333333333344,61.63099999999999,90.07666666666667,89.294,3.7778947368421054,30.940500000000004,46.22,36.112,0.7110526315789473,126.3725,135.56,126.3725,18.543333333333333,OFF,OFF,OFF
r5_d6,fashionmnist__cnn16k/few-shot deepseek/r5,7,"{OFF,OFF,OFF,OFF,OFF,ON}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r5.csv,2a346937957ce0b04bde24c0caf9551ca64f89d0df244becd1ba03948baa45bf,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,6,4,0.8108,178.06,109.67,89.89,143.79,39.3,13.14,74.23,0.0,0.004553521284960125,0.22071211951027742,0.006599999999999939,23.620000000000005,20.376000000000005,3.1879999999999953,0.0,0.7807799999999999,0.8035333333333333,0.7807799999999999,0.022749999999999992,71.2388,109.09666666666665,109.67,4.015,32.6124,49.21666666666667,39.3,0.6,136.70999999999998,155.96,136.70999999999998,19.8125,OFF,OFF,ON
r5_d7,fashionmnist__cnn16k/few-shot deepseek/r5,8,"{OFF,OFF,ON,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r5.csv,2a346937957ce0b04bde24c0caf9551ca64f89d0df244becd1ba03948baa45bf,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,ON,,,0,7,3,0.8043,207.3,134.642,110.74,167.34,41.066,13.79,87.11,0.0,0.003879884225759768,0.19809937288953208,-0.00649999999999995,29.24000000000001,24.971999999999994,1.7660000000000053,0.0,0.7847,0.8064333333333332,0.79768,0.016900000000000005,81.806,134.56333333333333,134.642,4.134827586206897,34.02133333333333,50.71,41.066,0.39137931034482754,148.475,179.9333333333333,158.408,21.698,OFF,ON,OFF
r5_d8,fashionmnist__cnn16k/few-shot deepseek/r5,9,"{OFF,OFF,OFF,OFF,OFF,ON}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r5.csv,2a346937957ce0b04bde24c0caf9551ca64f89d0df244becd1ba03948baa45bf,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,ON,OFF,,0,1,8,2,0.815,593.97,151.198,15.05,287.62,39.46,9.1,73.26,0.0,0.0013721231712039328,0.06643433170025421,0.010699999999999932,386.67,16.55600000000001,-1.6060000000000016,0.0,0.7890285714285713,0.8100333333333333,0.8059799999999999,0.015866666666666657,91.71914285714286,173.08,151.198,7.064411764705882,34.79828571428572,49.660000000000004,39.46,1.361470588235294,212.11714285714285,326.4433333333333,253.83,82.52666666666667,OFF,OFF,ON
r5_d9,fashionmnist__cnn16k/few-shot deepseek/r5,10,"{OFF,OFF,ON,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r5.csv,2a346937957ce0b04bde24c0caf9551ca64f89d0df244becd1ba03948baa45bf,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,ON,,1,0,9,1,0.8172,259.3,170.834,157.76,185.23,44.61,24.74,81.01,0.0,0.0031515618974161204,0.17204010798303124,0.0022000000000000908,-334.67,19.635999999999996,5.149999999999999,0.0,0.7925499999999999,0.8121666666666667,0.8103,0.013914285714285721,101.6085,167.39333333333335,170.834,3.4525641025641027,36.02475,54.67333333333334,44.61,0.5661538461538461,218.015,353.5233333333333,278.614,22.927142857142858,OFF,ON,OFF
r6_d1,fashionmnist__cnn16k/few-shot deepseek/r6,2,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r6.csv,09f6ba3051400e2c1f6104e3af2a2e3becb25017961a111d16bf9f0f02c4dc80,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,1,9,,,,,,,,,,,,,,,,,0.7191,0.7191,0.7191,0.0,33.658,35.71,33.658,4.875,31.942,45.21333333333334,31.942,3.6725000000000003,93.18,93.18,93.18,0.0,OFF,OFF,OFF
r6_d2,fashionmnist__cnn16k/few-shot deepseek/r6,3,"{ON,OFF,OFF,OFF,OFF,ON}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r6.csv,09f6ba3051400e2c1f6104e3af2a2e3becb25017961a111d16bf9f0f02c4dc80,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,2,8,0.7191,93.18,33.658,17.76,62.9,31.942,11.05,59.1,0.0,0.0077173213135866055,0.34279888388066104,,,,,,0.7191,0.7191,0.7191,0.0,33.658,35.71,33.658,4.875,31.942,45.21333333333334,31.942,3.6725000000000003,93.18,93.18,93.18,0.0,ON,OFF,ON
r6_d3,fashionmnist__cnn16k/few-shot deepseek/r6,4,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r6.csv,09f6ba3051400e2c1f6104e3af2a2e3becb25017961a111d16bf9f0f02c4dc80,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,ON,OFF,ON,0,,0,3,7,0.7464,106.32,50.116,34.07,79.15,30.170000000000005,13.28,57.53,0.0,0.007020316027088036,0.2837659894657638,0.02729999999999999,13.139999999999986,16.458,-1.771999999999995,0.0,0.73275,0.73275,0.73275,0.02729999999999999,41.887,49.42666666666667,50.116,3.972222222222223,31.056,40.733333333333334,30.170000000000005,1.2566666666666666,99.75,99.75,99.75,13.139999999999986,OFF,OFF,OFF
r6_d4,fashionmnist__cnn16k/few-shot deepseek/r6,5,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r6.csv,09f6ba3051400e2c1f6104e3af2a2e3becb25017961a111d16bf9f0f02c4dc80,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,1,,1,4,6,0.7228,369.35,51.21333333333333,15.64,81.89,21.540000000000003,3.29,54.22,0.0,0.001956951401110058,0.05831866793014756,-0.023599999999999954,263.03000000000003,1.0973333333333315,-8.630000000000003,0.0,0.7294333333333333,0.7294333333333333,0.7294333333333333,0.0018500000000000183,44.03923076923077,51.21333333333333,53.57000000000001,3.2075,28.860000000000007,21.540000000000003,25.858000000000004,3.4333333333333336,189.61666666666667,189.61666666666667,189.61666666666667,138.085,OFF,OFF,OFF
r6_d5,fashionmnist__cnn16k/few-shot deepseek/r6,6,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r6.csv,09f6ba3051400e2c1f6104e3af2a2e3becb25017961a111d16bf9f0f02c4dc80,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,2,,2,5,5,0.8009,145.9,81.988,54.19,115.44,28.318,13.66,49.29,0.0,0.005489376285126799,0.1940918437285812,0.07809999999999995,-223.45000000000002,30.77466666666667,6.777999999999999,0.0,0.7473,0.7566999999999999,0.7473,0.02726666666666666,54.580555555555556,78.42666666666666,81.988,4.237647058823529,28.70944444444445,37.583333333333336,28.318,0.8641176470588237,178.6875,207.19000000000003,178.6875,17.573333333333334,OFF,OFF,OFF
r6_d6,fashionmnist__cnn16k/few-shot deepseek/r6,7,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r6.csv,09f6ba3051400e2c1f6104e3af2a2e3becb25017961a111d16bf9f0f02c4dc80,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,3,,3,6,4,0.7778,167.09,105.066,77.72,137.25,39.611999999999995,13.53,67.94,0.0,0.004654976360045485,0.2370698425997965,-0.0230999999999999,21.189999999999998,23.078000000000003,11.293999999999993,0.0,0.7534,0.7671666666666667,0.7534,0.014675000000000021,65.55565217391305,102.57333333333334,105.066,4.265909090909091,31.079565217391306,50.99333333333333,39.611999999999995,0.6400000000000001,176.368,227.4466666666667,176.368,18.4775,OFF,OFF,OFF
r6_d7,fashionmnist__cnn16k/few-shot deepseek/r6,8,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r6.csv,09f6ba3051400e2c1f6104e3af2a2e3becb25017961a111d16bf9f0f02c4dc80,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,4,,4,7,3,0.8187,175.32,121.112,91.69,149.13,34.432,14.02,49.9,0.0,0.00466974674880219,0.19639516313027608,0.040899999999999936,8.22999999999999,16.045999999999992,-5.179999999999993,0.0,0.7642833333333333,0.7991333333333334,0.77332,0.019920000000000004,75.47642857142857,123.38,121.112,3.9159259259259254,31.678214285714287,39.61333333333334,34.432,0.3914814814814815,176.19333333333336,162.77,192.796,16.427999999999997,OFF,OFF,OFF
r6_d8,fashionmnist__cnn16k/few-shot deepseek/r6,9,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r6.csv,09f6ba3051400e2c1f6104e3af2a2e3becb25017961a111d16bf9f0f02c4dc80,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,5,,5,8,2,0.8166,208.38,147.18,112.31,177.61,42.064,19.17,81.23,0.0,0.003918802188309819,0.20186198291582685,-0.0020999999999999908,33.06,26.068000000000012,7.631999999999998,0.0,0.7717571428571429,0.8043666666666667,0.78736,0.016250000000000004,86.34060606060606,143.3166666666667,147.18,4.1940625,33.25181818181819,52.65,42.064,0.47250000000000003,180.79142857142855,183.59666666666666,213.208,19.2,OFF,OFF,OFF
r6_d9,fashionmnist__cnn16k/few-shot deepseek/r6,10,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r6.csv,09f6ba3051400e2c1f6104e3af2a2e3becb25017961a111d16bf9f0f02c4dc80,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,6,,6,9,1,0.8404,257.09,174.46999999999997,158.19,195.2,45.66,20.95,78.14,0.0,0.003268894161577658,0.17760317398576375,0.023800000000000043,48.70999999999998,27.289999999999964,3.5959999999999965,0.0,0.7803375,0.8252333333333333,0.81088,0.01732857142857144,97.93657894736843,175.61666666666665,174.46999999999997,4.102702702702702,34.88447368421053,56.51,45.66,0.4697297297297297,190.32874999999999,213.59666666666666,190.756,23.41571428571428,OFF,OFF,OFF
r7_d1,fashionmnist__cnn16k/few-shot deepseek/r7,2,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r7.csv,07309ea5231a40d2e51dfc175823bce963cf86dff422a5845c4937b6263efd9e,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,1,9,,,,,,,,,,,,,,,,,0.6531,0.6531,0.6531,0.0,28.502,28.723333333333333,28.502,4.91,26.872000000000003,37.199999999999996,26.872000000000003,4.015000000000001,91.97,91.97,91.97,0.0,OFF,OFF,OFF
r7_d2,fashionmnist__cnn16k/few-shot deepseek/r7,3,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r7.csv,07309ea5231a40d2e51dfc175823bce963cf86dff422a5845c4937b6263efd9e,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,2,8,0.6531,91.97,28.502,11.35,59.77,26.872000000000003,9.13,56.82,0.0,0.007101228661520061,0.29218223333695775,,,,,,0.6531,0.6531,0.6531,0.0,28.502,28.723333333333333,28.502,4.91,26.872000000000003,37.199999999999996,26.872000000000003,4.015000000000001,91.97,91.97,91.97,0.0,OFF,OFF,OFF
r7_d3,fashionmnist__cnn16k/few-shot deepseek/r7,4,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r7.csv,07309ea5231a40d2e51dfc175823bce963cf86dff422a5845c4937b6263efd9e,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,3,7,0.7372,115.77,50.928,32.93,84.75,32.208,12.81,60.9,0.0,0.00636779822060983,0.278206789323659,0.08409999999999995,23.799999999999997,22.426,5.335999999999995,0.0,0.6951499999999999,0.6951499999999999,0.6951499999999999,0.08409999999999995,39.715,50.656666666666666,50.928,4.957777777777777,29.540000000000003,43.48333333333333,32.208,1.6422222222222222,103.87,103.87,103.87,23.799999999999997,OFF,OFF,OFF
r7_d4,fashionmnist__cnn16k/few-shot deepseek/r7,5,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r7.csv,07309ea5231a40d2e51dfc175823bce963cf86dff422a5845c4937b6263efd9e,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,4,6,0.8024,131.86,68.39000000000001,47.58,100.93,24.284,12.93,39.3,0.0,0.006085241923251933,0.1841650235097831,0.06520000000000004,16.090000000000018,17.462000000000018,-7.9239999999999995,0.0,0.7309,0.7309,0.7309,0.07465,49.27333333333334,67.76,68.39000000000001,4.342857142857143,27.788000000000007,29.923333333333332,24.284,1.0564285714285715,113.2,113.2,113.2,19.945000000000007,OFF,OFF,OFF
r7_d5,fashionmnist__cnn16k/few-shot deepseek/r7,6,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r7.csv,07309ea5231a40d2e51dfc175823bce963cf86dff422a5845c4937b6263efd9e,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,5,5,0.8175,145.71,88.10999999999999,69.31,119.35,32.622,12.62,71.9,0.0,0.005610459131150916,0.22388305538398187,0.015100000000000002,13.849999999999994,19.71999999999997,8.338000000000001,0.0,0.7525499999999999,0.7857,0.7525499999999999,0.054799999999999995,58.9825,87.45333333333333,88.10999999999999,4.169473684210526,28.996500000000005,41.17333333333333,32.622,0.5452631578947367,121.32750000000001,131.11333333333334,121.32750000000001,17.913333333333338,OFF,OFF,OFF
r7_d6,fashionmnist__cnn16k/few-shot deepseek/r7,7,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r7.csv,07309ea5231a40d2e51dfc175823bce963cf86dff422a5845c4937b6263efd9e,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,6,4,0.7956,164.13,105.84400000000001,85.66,135.27,29.744,12.5,43.91,0.0,0.004847377079144581,0.18122220191311766,-0.02190000000000003,18.419999999999987,17.734000000000023,-2.878,0.0,0.76116,0.8051666666666666,0.76116,0.03562499999999999,68.3548,104.34666666666665,105.84400000000001,3.9641666666666673,29.146,36.29333333333333,29.744,0.5325,129.888,147.23333333333335,129.888,18.04,OFF,OFF,OFF
r7_d7,fashionmnist__cnn16k/few-shot deepseek/r7,8,"{OFF,OFF,OFF,OFF,OFF,OFF}",Single AI-Agent (Few-Shot),deepseek-r1:8b,direct_archived_behavior,agentic-paper-archive/fashionmnist__cnn16k/few-shot-deepseek/r7.csv,07309ea5231a40d2e51dfc175823bce963cf86dff422a5845c4937b6263efd9e,5,5,5,2,0.6,0.6,ON,FashionMNIST__CNN_16k,OFF,OFF,OFF,,,,7,3,0.8137,178.41,126.13,99.54,154.03,30.01,12.42,51.26,0.0,0.004560843002073875,0.16820806008631806,0.018100000000000005,14.280000000000001,20.285999999999987,0.2660000000000018,0.0,0.7699166666666666,0.8089333333333334,0.79328,0.032119999999999996,77.984,122.00999999999999,126.13,3.927586206896552,29.29,36.49666666666666,30.01,0.279655172413793,137.975,162.75,147.176,17.288,OFF,OFF,OFF
